SDF assignment March 2019, simulated position coordinate readings
 LZF, 12 Mar 2019
 time/s xMeas/m yMeas/m range/m angle/rad
1596180 -4095.211 -6759.406 7913.250 -2.115
1596240 -4093.664 -6775.026 7913.300 -2.115
1596300 -4101.184 -6767.248 7912.910 -2.115
1596360 -4094.991 -6765.830 7915.200 -2.115
1596420 -4091.881 -6769.636 7914.480 -2.115
1596480 -4093.443 -6774.559 7914.060 -2.115
1596540 -4091.452 -6770.747 7914.340 -2.115
1596600 -4104.876 -6773.477 7916.380 -2.115
1596660 -4094.533 -6771.352 7917.220 -2.115
1596720 -4096.185 -6775.730 7917.040 -2.115
1596780 -4095.500 -6773.235 7916.380 -2.115
1596840 -4091.465 -6776.926 7916.130 -2.114
1596900 -4096.235 -6781.137 7918.880 -2.114
1596960 -4093.357 -6772.752 7918.650 -2.114
1597020 -4098.926 -6773.443 7919.780 -2.114
1597080 -4093.977 -6774.823 7919.160 -2.114
1597140 -4093.136 -6785.579 7919.590 -2.114
1597200 -4094.606 -6777.963 7918.640 -2.114
1597260 -4096.313 -6784.282 7923.010 -2.114
1597320 -4089.430 -6778.068 7921.120 -2.114
1597380 -4087.534 -6779.747 7921.820 -2.114
1597440 -4092.073 -6778.953 7922.060 -2.114
1597500 -4097.962 -6777.109 7921.020 -2.113
1597560 -4092.382 -6790.377 7923.930 -2.114
1597620 -4092.503 -6783.612 7923.660 -2.114
1597680 -4102.227 -6779.578 7924.780 -2.113
1597740 -4093.114 -6786.813 7926.320 -2.113
1597800 -4089.993 -6787.431 7924.390 -2.113
1597860 -4088.115 -6791.205 7926.500 -2.113
1597920 -4099.596 -6785.143 7924.910 -2.113
1597980 -4092.511 -6787.987 7926.770 -2.113
1598040 -4087.153 -6785.833 7929.060 -2.113
1598100 -4093.072 -6795.859 7928.110 -2.113
1598160 -4087.203 -6795.583 7928.140 -2.113
1598220 -4094.315 -6792.111 7929.460 -2.113
1598280 -4085.146 -6792.665 7930.880 -2.113
1598340 -4083.483 -6798.485 7930.110 -2.112
1598400 -4086.935 -6793.282 7930.200 -2.113
1598460 -4089.943 -6797.083 7931.440 -2.112
1598520 -4089.161 -6791.823 7931.860 -2.112
1598580 -4090.998 -6796.159 7931.550 -2.112
1598640 -4089.683 -6796.167 7931.220 -2.112
1598700 -4085.158 -6801.050 7932.950 -2.112
1598760 -4086.871 -6806.210 7932.870 -2.112
1598820 -4086.537 -6809.008 7932.260 -2.112
1598880 -4083.325 -6792.963 7934.020 -2.112
1598940 -4083.852 -6798.918 7934.440 -2.112
1599000 -4085.581 -6796.007 7935.460 -2.112
1599060 -4081.585 -6802.977 7935.390 -2.112
1599120 -4085.826 -6809.117 7936.280 -2.112
1599180 -4091.037 -6809.032 7937.100 -2.111
1599240 -4085.147 -6809.568 7937.730 -2.112
1599300 -4078.050 -6813.958 7936.440 -2.111
1599360 -4086.017 -6803.518 7937.750 -2.111
1599420 -4088.977 -6810.806 7936.860 -2.111
1599480 -4083.739 -6806.192 7936.360 -2.111
1599540 -4084.876 -6807.190 7940.490 -2.111
1599600 -4080.986 -6812.451 7939.470 -2.111
1599660 -4078.079 -6805.294 7940.630 -2.111
1599720 -4083.642 -6809.054 7939.300 -2.111
1599780 -4078.572 -6817.544 7941.350 -2.111
1599840 -4083.448 -6811.839 7941.440 -2.111
1599900 -4084.774 -6811.584 7940.420 -2.111
1599960 -4088.407 -6815.148 7943.080 -2.111
1600020 -4083.280 -6812.321 7941.900 -2.110
1600080 -4075.715 -6809.917 7945.410 -2.111
1600140 -4080.150 -6814.296 7943.210 -2.110
1600200 -4083.181 -6811.706 7943.400 -2.110
1600260 -4083.063 -6809.545 7944.890 -2.110
1600320 -4083.573 -6810.478 7943.730 -2.110
1600380 -4077.794 -6816.635 7945.180 -2.110
1600440 -4080.367 -6812.018 7946.520 -2.110
1600500 -4078.979 -6826.425 7946.950 -2.110
1600560 -4077.678 -6819.203 7947.910 -2.110
1600620 -4079.737 -6818.207 7948.910 -2.110
1600680 -4085.679 -6820.318 7949.010 -2.110
1600740 -4072.601 -6824.047 7947.570 -2.110
1600800 -4084.803 -6831.047 7949.790 -2.110
1600860 -4088.422 -6823.734 7950.930 -2.109
1600920 -4078.940 -6829.949 7947.880 -2.109
1600980 -4074.581 -6827.954 7949.960 -2.109
1601040 -4077.867 -6822.495 7951.120 -2.109
1601100 -4077.833 -6830.210 7951.470 -2.109
1601160 -4077.599 -6824.408 7952.710 -2.109
1601220 -4074.142 -6831.023 7952.820 -2.109
1601280 -4073.772 -6821.124 7951.960 -2.109
1601340 -4072.413 -6825.529 7955.160 -2.109
1601400 -4079.536 -6834.367 7955.620 -2.109
1601460 -4079.017 -6828.987 7955.010 -2.109
1601520 -4072.319 -6822.751 7953.860 -2.109
1601580 -4075.508 -6843.255 7956.900 -2.109
1601640 -4077.525 -6835.539 7953.820 -2.109
1601700 -4078.379 -6838.382 7955.990 -2.108
1601760 -4077.486 -6833.889 7955.560 -2.108
1601820 -4075.460 -6830.713 7957.740 -2.108
1601880 -4071.166 -6834.749 7956.300 -2.108
1601940 -4077.648 -6836.930 7958.560 -2.108
1602000 -4066.531 -6835.652 7957.470 -2.108
1602060 -4067.243 -6842.066 7958.880 -2.108
1602120 -4067.047 -6843.028 7959.590 -2.108
1602180 -4071.922 -6835.834 7959.850 -2.108
1602240 -4074.404 -6843.500 7959.690 -2.108
1602300 -4067.126 -6834.317 7960.880 -2.108
1602360 -4069.982 -6837.871 7960.650 -2.108
1602420 -4069.542 -6846.587 7962.230 -2.108
1602480 -4065.915 -6840.218 7960.680 -2.107
1602540 -4076.195 -6840.446 7962.880 -2.107
1602600 -4064.565 -6842.912 7963.470 -2.107
1602660 -4070.793 -6846.994 7962.710 -2.107
1602720 -4075.493 -6840.880 7963.480 -2.107
1602780 -4069.367 -6833.765 7961.040 -2.107
1602840 -4070.936 -6846.687 7962.280 -2.107
1602900 -4070.510 -6843.933 7963.090 -2.107
1602960 -4070.634 -6840.572 7963.940 -2.107
1603020 -4064.028 -6849.777 7963.610 -2.107
1603080 -4068.620 -6852.510 7962.870 -2.106
1603140 -4067.468 -6847.803 7965.130 -2.107
1603200 -4064.172 -6858.304 7964.400 -2.106
1603260 -4069.606 -6853.889 7965.240 -2.106
1603320 -4059.497 -6854.609 7962.830 -2.106
1603380 -4073.854 -6847.269 7964.730 -2.106
1603440 -4064.184 -6853.822 7965.180 -2.106
1603500 -4064.088 -6856.232 7965.280 -2.106
1603560 -4058.638 -6855.252 7965.510 -2.106
1603620 -4059.263 -6856.194 7965.230 -2.106
1603680 -4058.630 -6848.966 7966.610 -2.106
1603740 -4062.419 -6855.099 7966.370 -2.106
1603800 -4052.748 -6858.665 7967.940 -2.105
1603860 -4061.020 -6853.036 7967.010 -2.105
1603920 -4058.756 -6853.922 7965.600 -2.105
1603980 -4060.310 -6853.901 7968.320 -2.105
1604040 -4052.359 -6859.578 7968.020 -2.105
1604100 -4061.351 -6864.075 7966.990 -2.105
1604160 -4062.434 -6857.237 7967.580 -2.105
1604220 -4057.809 -6859.780 7968.250 -2.105
1604280 -4047.641 -6859.691 7968.910 -2.105
1604340 -4055.978 -6862.060 7967.870 -2.105
1604400 -4056.867 -6859.222 7969.310 -2.105
1604460 -4054.457 -6861.164 7970.720 -2.104
1604520 -4052.968 -6862.380 7970.090 -2.104
1604580 -4053.664 -6863.364 7970.980 -2.104
1604640 -4050.540 -6872.678 7970.960 -2.104
1604700 -4058.526 -6859.075 7970.640 -2.104
1604760 -4057.671 -6861.955 7970.640 -2.104
1604820 -4065.323 -6865.676 7970.380 -2.104
1604880 -4050.797 -6855.540 7971.540 -2.104
1604940 -4044.618 -6861.142 7971.890 -2.104
1605000 -4049.288 -6869.267 7971.270 -2.104
1605060 -4048.749 -6872.643 7972.010 -2.103
1605120 -4045.009 -6870.665 7969.650 -2.104
1605180 -4049.256 -6871.206 7971.710 -2.103
1605240 -4048.961 -6863.651 7969.330 -2.103
1605300 -4045.218 -6865.167 7968.000 -2.103
1605360 -4042.567 -6859.697 7969.230 -2.103
1605420 -4039.719 -6870.005 7967.630 -2.103
1605480 -4046.886 -6864.160 7967.780 -2.103
1605540 -4043.099 -6865.166 7966.790 -2.103
1605600 -4049.787 -6867.764 7963.480 -2.103
1605660 -4041.254 -6870.195 7966.870 -2.103
1605720 -4043.598 -6859.490 7965.650 -2.103
1605780 -4038.201 -6856.489 7964.950 -2.103
1605840 -4036.649 -6859.892 7964.720 -2.103
1605900 -4033.760 -6861.455 7963.760 -2.102
1605960 -4031.992 -6869.744 7962.480 -2.102
1606020 -4029.793 -6861.543 7963.280 -2.102
1606080 -4043.127 -6857.868 7961.920 -2.102
1606140 -4034.195 -6860.036 7961.070 -2.102
1606200 -4039.013 -6863.013 7962.050 -2.102
1606260 -4029.480 -6864.364 7960.450 -2.102
1606320 -4036.007 -6861.012 7960.250 -2.102
1606380 -4033.943 -6867.623 7957.320 -2.102
1606440 -4032.722 -6868.629 7958.580 -2.102
1606500 -4033.542 -6868.932 7959.620 -2.102
1606560 -4030.342 -6862.621 7957.340 -2.102
1606620 -4023.058 -6865.688 7957.550 -2.101
1606680 -4024.133 -6856.799 7956.990 -2.102
1606740 -4026.340 -6862.846 7956.420 -2.101
1606800 -4027.068 -6858.582 7955.870 -2.101
1606860 -4037.196 -6869.839 7955.460 -2.101
1606920 -4025.979 -6864.096 7954.810 -2.101
1606980 -4022.132 -6865.272 7954.280 -2.101
1607040 -4021.203 -6857.874 7954.030 -2.101
1607100 -4021.183 -6859.956 7952.390 -2.101
1607160 -4024.677 -6849.204 7951.560 -2.101
1607220 -4020.074 -6852.011 7950.120 -2.101
1607280 -4022.191 -6854.657 7949.730 -2.101
1607340 -4013.821 -6861.336 7948.940 -2.101
1607400 -4011.899 -6871.694 7949.500 -2.101
1607460 -4013.615 -6857.371 7950.540 -2.100
1607520 -4017.511 -6859.745 7948.310 -2.100
1607580 -4013.018 -6861.301 7949.840 -2.100
1607640 -4017.804 -6853.206 7948.000 -2.100
1607700 -4006.854 -6871.602 7948.730 -2.100
1607760 -4009.739 -6861.571 7945.230 -2.100
1607820 -4014.003 -6866.442 7944.420 -2.100
1607880 -4009.263 -6863.562 7947.200 -2.100
1607940 -4011.024 -6856.613 7945.220 -2.100
1608000 -4005.901 -6855.353 7944.620 -2.100
1608060 -4011.536 -6860.022 7941.490 -2.100
1608120 -4007.300 -6861.969 7943.660 -2.099
1608180 -4008.346 -6851.153 7945.380 -2.099
1608240 -4011.912 -6856.394 7944.180 -2.099
1608300 -4007.224 -6853.528 7942.140 -2.099
1608360 -4006.836 -6853.350 7940.990 -2.099
1608420 -4000.806 -6852.896 7940.400 -2.099
1608480 -4007.074 -6847.248 7942.090 -2.099
1608540 -4000.084 -6853.801 7938.230 -2.099
1608600 -4006.233 -6853.888 7937.660 -2.099
1608660 -3995.954 -6856.353 7937.640 -2.099
1608720 -3999.875 -6854.593 7939.160 -2.099
1608780 -4000.938 -6857.010 7939.080 -2.099
1608840 -4003.092 -6857.966 7937.210 -2.099
1608900 -4002.548 -6857.441 7938.910 -2.099
1608960 -3997.864 -6867.483 7938.760 -2.098
1609020 -3991.407 -6854.471 7937.350 -2.098
1609080 -3995.197 -6855.270 7936.680 -2.098
1609140 -3997.986 -6856.466 7938.180 -2.098
1609200 -3991.117 -6855.982 7938.010 -2.098
1609260 -3993.438 -6861.684 7936.530 -2.098
1609320 -3989.184 -6862.657 7935.580 -2.098
1609380 -3993.871 -6857.799 7934.720 -2.098
1609440 -3991.602 -6854.735 7937.330 -2.098
1609500 -3996.634 -6858.767 7937.290 -2.098
1609560 -3992.778 -6861.351 7935.400 -2.098
1609620 -3985.884 -6866.194 7935.880 -2.097
1609680 -3986.518 -6857.279 7937.450 -2.097
1609740 -3982.800 -6858.654 7934.450 -2.097
1609800 -3985.035 -6855.936 7935.560 -2.097
1609860 -3985.791 -6858.802 7936.010 -2.097
1609920 -3982.652 -6862.934 7935.850 -2.097
1609980 -3982.786 -6859.244 7935.250 -2.097
1610040 -3980.581 -6860.256 7935.420 -2.097
1610100 -3978.001 -6866.929 7934.850 -2.097
1610160 -3980.915 -6861.896 7935.070 -2.097
1610220 -3983.667 -6863.404 7934.820 -2.097
1610280 -3988.560 -6863.837 7933.510 -2.097
1610340 -3985.090 -6862.832 7934.090 -2.096
1610400 -3985.763 -6865.556 7933.430 -2.097
1610460 -3983.853 -6861.181 7930.800 -2.097
1610520 -3975.210 -6859.736 7933.780 -2.096
1610580 -3984.464 -6864.100 7932.070 -2.096
1610640 -3975.896 -6863.839 7931.020 -2.096
1610700 -3984.817 -6854.941 7932.260 -2.096
1610760 -3979.306 -6856.234 7930.500 -2.096
1610820 -3978.853 -6867.095 7933.180 -2.096
1610880 -3979.170 -6859.365 7932.150 -2.096
1610940 -3973.286 -6864.320 7931.770 -2.096
1611000 -3977.552 -6863.858 7930.630 -2.096
1611060 -3970.306 -6865.146 7931.610 -2.096
1611120 -3978.195 -6868.290 7931.050 -2.096
1611180 -3978.800 -6858.098 7930.460 -2.096
1611240 -3971.452 -6870.361 7930.680 -2.096
1611300 -3965.952 -6862.672 7930.120 -2.096
1611360 -3967.257 -6860.737 7929.080 -2.096
1611420 -3967.539 -6870.194 7927.760 -2.096
1611480 -3969.084 -6858.753 7928.590 -2.095
1611540 -3964.754 -6861.409 7926.990 -2.095
1611600 -3964.636 -6863.875 7929.720 -2.095
1611660 -3971.151 -6865.011 7928.950 -2.095
1611720 -3969.526 -6863.363 7927.520 -2.095
1611780 -3973.932 -6860.935 7927.930 -2.095
1611840 -3970.812 -6871.240 7930.160 -2.095
1611900 -3967.800 -6862.324 7928.740 -2.095
1611960 -3970.188 -6869.668 7928.890 -2.095
1612020 -3975.394 -6865.538 7930.990 -2.095
1612080 -3967.840 -6860.604 7932.730 -2.096
1612140 -3968.801 -6861.027 7932.910 -2.095
1612200 -3968.939 -6869.453 7931.980 -2.096
1612260 -3974.554 -6864.862 7932.580 -2.095
1612320 -3971.374 -6871.593 7933.870 -2.096
1612380 -3972.868 -6866.184 7931.800 -2.096
1612440 -3972.727 -6861.855 7934.300 -2.096
1612500 -3976.951 -6875.384 7933.170 -2.096
1612560 -3978.524 -6859.898 7937.350 -2.096
1612620 -3983.752 -6864.603 7937.790 -2.096
1612680 -3979.280 -6874.429 7938.100 -2.096
1612740 -3980.883 -6861.210 7937.780 -2.096
1612800 -3982.431 -6866.581 7937.490 -2.096
1612860 -3980.916 -6864.960 7938.580 -2.096
1612920 -3978.664 -6869.025 7940.820 -2.096
1612980 -3986.342 -6869.997 7940.710 -2.096
1613040 -3980.595 -6865.634 7939.770 -2.096
1613100 -3982.932 -6874.297 7941.890 -2.096
1613160 -3989.402 -6877.320 7941.800 -2.096
1613220 -3993.321 -6872.330 7943.320 -2.096
1613280 -3979.653 -6871.313 7942.550 -2.096
1613340 -3985.136 -6875.354 7944.390 -2.096
1613400 -3981.831 -6871.662 7942.710 -2.096
1613460 -3983.467 -6868.816 7943.670 -2.096
1613520 -3987.915 -6869.508 7945.090 -2.096
1613580 -3982.698 -6867.714 7943.530 -2.096
1613640 -3983.425 -6873.933 7946.310 -2.096
1613700 -3985.821 -6875.506 7947.800 -2.096
1613760 -3981.056 -6874.383 7944.970 -2.096
1613820 -3983.609 -6876.108 7946.390 -2.096
1613880 -3981.541 -6874.971 7947.150 -2.096
1613940 -3988.646 -6871.128 7946.700 -2.096
1614000 -3980.761 -6875.924 7945.860 -2.096
1614060 -3990.309 -6876.131 7947.610 -2.096
1614120 -3985.035 -6881.846 7945.540 -2.096
1614180 -3979.164 -6881.330 7946.230 -2.096
1614240 -3984.390 -6870.567 7946.370 -2.096
1614300 -3979.436 -6879.571 7948.600 -2.096
1614360 -3978.783 -6886.637 7946.160 -2.095
1614420 -3983.074 -6879.349 7948.720 -2.095
1614480 -3977.111 -6883.833 7945.980 -2.095
1614540 -3978.974 -6882.017 7947.230 -2.095
1614600 -3978.767 -6877.995 7946.900 -2.095
1614660 -3974.984 -6874.877 7948.330 -2.095
1614720 -3978.022 -6875.962 7947.420 -2.095
1614780 -3982.269 -6886.612 7946.560 -2.095
1614840 -3973.957 -6873.768 7946.180 -2.095
1614900 -3972.930 -6888.368 7948.350 -2.095
1614960 -3979.154 -6874.677 7948.070 -2.095
1615020 -3969.748 -6887.066 7948.330 -2.095
1615080 -3979.297 -6884.301 7948.150 -2.095
1615140 -3977.851 -6873.032 7946.980 -2.095
1615200 -3972.195 -6881.625 7947.730 -2.094
1615260 -3981.557 -6876.300 7947.540 -2.094
1615320 -3979.333 -6882.972 7947.900 -2.094
1615380 -3974.731 -6874.686 7947.760 -2.094
1615440 -3968.199 -6884.449 7949.460 -2.094
1615500 -3966.819 -6886.455 7949.330 -2.094
1615560 -3974.866 -6894.718 7948.100 -2.094
1615620 -3973.925 -6880.673 7949.080 -2.094
1615680 -3968.050 -6884.769 7949.430 -2.094
1615740 -3966.043 -6888.752 7949.530 -2.094
1615800 -3958.612 -6881.404 7949.080 -2.094
1615860 -3966.491 -6881.952 7952.190 -2.094
1615920 -3964.609 -6893.562 7949.720 -2.093
1615980 -3969.855 -6890.813 7949.610 -2.093
1616040 -3970.995 -6895.959 7951.500 -2.093
1616100 -3965.911 -6887.213 7950.520 -2.093
1616160 -3965.482 -6892.495 7949.440 -2.093
1616220 -3968.409 -6890.700 7952.200 -2.093
1616280 -3960.137 -6894.534 7951.750 -2.093
1616340 -3958.180 -6888.349 7953.220 -2.093
1616400 -3961.919 -6893.141 7951.560 -2.093
1616460 -3957.832 -6892.811 7951.870 -2.092
1616520 -3965.908 -6889.973 7952.990 -2.092
1616580 -3966.512 -6896.251 7953.080 -2.092
1616640 -3967.226 -6905.145 7954.540 -2.092
1616700 -3959.943 -6893.318 7954.460 -2.092
1616760 -3961.744 -6895.955 7954.070 -2.092
1616820 -3958.676 -6896.263 7953.120 -2.092
1616880 -3955.527 -6897.254 7953.060 -2.092
1616940 -3957.315 -6894.940 7954.800 -2.092
1617000 -3955.180 -6893.722 7953.820 -2.092
1617060 -3965.068 -6900.109 7954.020 -2.092
1617120 -3960.391 -6902.837 7953.240 -2.092
1617180 -3958.266 -6896.302 7955.910 -2.091
1617240 -3950.349 -6903.793 7954.870 -2.092
1617300 -3953.875 -6905.164 7956.560 -2.091
1617360 -3961.664 -6899.107 7957.130 -2.091
1617420 -3948.425 -6898.483 7956.200 -2.091
1617480 -3952.479 -6905.095 7954.140 -2.091
1617540 -3953.597 -6900.426 7956.030 -2.091
1617600 -3955.113 -6902.884 7955.980 -2.091
1617660 -3948.407 -6897.436 7957.000 -2.091
1617720 -3956.967 -6906.260 7956.860 -2.091
1617780 -3943.703 -6905.947 7959.210 -2.090
1617840 -3951.267 -6905.980 7955.720 -2.090
1617900 -3953.426 -6898.584 7956.970 -2.090
1617960 -3955.772 -6910.559 7958.430 -2.090
1618020 -3950.032 -6909.172 7957.470 -2.090
1618080 -3948.806 -6908.975 7958.860 -2.090
1618140 -3949.095 -6907.895 7958.470 -2.090
1618200 -3950.398 -6914.611 7959.000 -2.090
1618260 -3945.240 -6913.134 7959.320 -2.090
1618320 -3949.292 -6918.545 7959.070 -2.090
1618380 -3944.455 -6915.612 7959.080 -2.089
1618440 -3946.482 -6913.083 7957.170 -2.090
1618500 -3941.852 -6914.623 7957.530 -2.089
1618560 -3949.525 -6922.770 7958.580 -2.089
1618620 -3939.400 -6914.656 7959.430 -2.089
1618680 -3946.162 -6919.024 7959.920 -2.089
1618740 -3945.245 -6918.628 7959.860 -2.089
1618800 -3938.030 -6915.353 7959.610 -2.089
1618860 -3933.589 -6916.919 7959.040 -2.089
1618920 -3941.974 -6917.072 7960.550 -2.089
1618980 -3938.743 -6915.974 7959.100 -2.088
1619040 -3942.591 -6916.639 7959.580 -2.088
1619100 -3944.482 -6919.875 7961.580 -2.088
1619160 -3932.963 -6913.230 7962.140 -2.088
1619220 -3934.003 -6911.241 7961.770 -2.088
1619280 -3936.278 -6925.305 7960.880 -2.088
1619340 -3937.860 -6924.521 7963.430 -2.088
1619400 -3940.859 -6921.522 7960.900 -2.088
1619460 -3937.138 -6929.539 7959.450 -2.088
1619520 -3927.770 -6923.158 7961.470 -2.088
1619580 -3934.839 -6931.550 7961.780 -2.088
1619640 -3930.972 -6926.905 7962.450 -2.087
1619700 -3931.662 -6929.020 7961.210 -2.087
1619760 -3937.093 -6922.346 7960.740 -2.087
1619820 -3937.795 -6925.901 7962.700 -2.087
1619880 -3926.517 -6923.921 7962.960 -2.087
1619940 -3928.419 -6922.192 7962.930 -2.087
